Geneid	smallZeb2_Ctrl_D0_rep1.fastq_tophat/accepted_hits.bam	smallZeb2_Ctrl_D0_rep2.fastq_tophat/accepted_hits.bam	smallZeb2_KO_D0_rep1.fastq_tophat/accepted_hits.bam	smallZeb2_KO_D0_rep2.fastq_tophat/accepted_hits.bam
Rbms1	0	1	0	3
Gm13582	0	0	0	0
Tank	1	0	0	0
Psmd14	4	7	3	4
Tbr1	0	0	0	0
Slc4a10	0	0	0	0
Dpp4	1	0	1	0
Gcg	0	0	0	0
Fap	0	0	0	0
Ifih1	0	0	0	0
Gca	0	0	0	1
Kcnh7	0	0	0	0
Fign	1	1	0	0
Grb14	1	1	0	1
Cobll1	0	1	0	0
Slc38a11	0	0	0	0
Mir6337	0	0	0	0
Scn3a	0	0	1	1
Scn2a1	0	0	0	0
Csrnp3	1	0	1	1
Galnt3	0	0	0	0
Ttc21b	1	4	0	0
Scn1a	0	0	0	0
Gm13629	0	0	0	0
Scn9a	0	0	0	0
Scn7a	0	0	0	0
Gm1322	0	0	0	0
Xirp2	0	0	0	0
Mir7224	0	0	0	0
Mir6335	0	0	0	0
B3galt1	0	0	0	0
Stk39	1	0	0	0
4933409G03Rik	0	0	0	0
4932414N04Rik	0	0	0	0
Cers6	0	0	0	1
Nostrin	0	0	0	0
Spc25	0	1	1	1
G6pc2	0	0	0	0
Abcb11	0	0	0	0
Dhrs9	0	0	0	0
Lrp2	6	2	0	0
Bbs5	0	0	0	0
Klhl41	1	0	0	0
Fastkd1	0	0	0	3
Ppig	2	3	6	6
Ccdc173	0	0	0	0
Phospho2	1	1	1	0
Klhl23	0	0	1	0
Ssb	10	19	9	7
Mettl5	0	2	1	0
Ubr3	3	5	7	11
Myo3b	0	0	0	0
Sp5	0	0	0	0
Gad1os	0	0	0	0
Erich2	0	0	0	0
Gad1	0	0	0	0
Gorasp2	0	4	5	1
Tlk1	5	9	1	8
Mettl8	1	0	1	0
Dcaf17	1	2	3	3
Cybrd1	0	0	0	0
Dync1i2	3	3	2	1
Slc25a12	1	2	2	5
Hat1	12	13	17	10
Metap1d	0	0	0	0
Dlx1	0	0	0	0
Dlx1as	0	0	0	0
Dlx2	0	0	0	0
Gm1631	0	0	0	0
Itga6	9	4	3	10
Pdk1	2	3	0	1
Rapgef4	0	0	0	0
Zak	2	2	1	0
Cdca7	5	1	5	5
8430437L04Rik	0	0	0	0
6430710C18Rik	0	0	0	0
Sp3	3	2	12	3
Sp3os	1	0	0	0
Ola1	3	10	2	4
Sp9	0	0	0	0
Cir1	0	0	0	0
Scrn3	1	0	1	2
Gpr155	0	0	0	0
Wipf1	1	0	0	0
Chrna1	0	0	0	0
Chn1os3	0	0	0	0
Chn1	2	2	1	0
Atf2	4	0	5	5
Atp5g3	8	11	19	7
4930441J16Rik	0	0	0	0
Lnp	3	0	1	1
Evx2	0	0	0	0
Hoxd13	0	0	0	0
Hoxd12	0	0	0	0
Hoxd11	0	0	0	0
Hoxd10	0	0	0	0
Hoxd9	0	0	0	0
Hoxd8	0	0	0	0
Hoxd3os1	0	0	0	0
Hoxd3	0	0	0	0
Hoxd4	0	0	0	0
Mir10b	0	0	0	0
6720416L17Rik	0	0	0	0
LOC102634401	0	0	0	0
Hoxd1	0	0	0	0
Mtx2	0	2	1	2
9430019J16Rik	0	0	0	0
Hnrnpa3	0	2	0	0
Gm6793	0	0	0	0
Nfe2l2	2	2	8	10
Agps	10	1	6	7
Ttc30b	0	0	0	0
Ttc30a2	0	0	0	0
Ttc30a1	0	0	0	0
Pde11a	0	0	0	0
Cyct	1	4	0	0
Rbm45	0	0	1	2
Osbpl6	1	0	1	1
Prkra	0	0	0	0
Dfnb59	0	0	0	0
Fkbp7	0	0	0	0
Plekha3	1	0	0	1
Ttn	0	0	3	1
Ccdc141	0	0	0	1
Sestd1	0	1	2	0
Zfp385b	0	0	0	0
Gm13944	0	0	0	0
Cwc22	1	1	2	1
4930440I19Rik	0	0	0	0
Gm14461	0	0	0	0
Ube2e3	1	2	2	0
Itga4	0	0	0	0
Cerkl	0	0	0	0
Neurod1	0	2	0	0
Ssfa2	0	1	0	0
Ppp1r1c	0	0	0	0
Pde1a	0	1	0	0
Prdx6b	0	1	1	0
Dnajc10	3	2	5	0
Gm13752	0	0	0	0
Frzb	0	0	0	0
Nckap1	8	8	5	4
Dusp19	0	0	0	0
Nup35	0	0	0	0
Zfp804a	0	0	0	0
Zc3h15	2	0	2	1
Itgav	6	5	2	6
Fam171b	1	1	0	0
Zswim2	0	0	0	0
Calcrl	0	0	0	0
Tfpi	2	0	0	2
Gm13710	0	0	0	0
Ctnnd1	12	7	13	15
Btbd18	0	0	0	0
2700094K13Rik	5	2	3	11
Tmx2	0	0	1	0
Med19	2	4	1	2
Zdhhc5	0	5	3	4
Clp1	0	3	1	1
Ypel4	0	0	0	0
Mir130a	0	0	0	0
Serping1	0	0	0	0
Ube2l6	0	0	2	1
Smtnl1	0	0	0	0
Timm10	0	0	1	0
Slc43a1	2	0	3	1
Rtn4rl2	0	0	0	0
Slc43a3	0	0	0	0
Prg2	0	0	0	0
Prg3	0	0	0	0
P2rx3	0	0	0	1
Ssrp1	17	20	21	20
Tnks1bp1	2	1	1	7
4930443O20Rik	0	0	0	0
Aplnr	0	0	0	0
Lrrc55	0	0	0	0
Olfr987	0	0	0	0
Olfr988	0	0	0	0
Olfr992	0	0	0	0
Olfr993	0	0	0	0
Olfr994	0	0	0	0
Olfr995	0	0	0	0
4833423E24Rik	0	0	0	0
Olfr996	0	0	0	0
Olfr998	0	0	0	0
Olfr1000	0	0	0	0
Olfr1002	0	0	0	0
Olfr154	0	0	0	0
Olfr1006	0	0	0	0
Olfr1008	0	0	0	0
Olfr1009	0	0	0	0
Olfr1010	0	0	0	0
Olfr1012	0	0	0	0
Olfr1013	0	0	0	0
Olfr1014	0	0	0	0
Olfr1015	0	0	0	0
Olfr1016	0	0	0	0
Olfr1018	0	0	0	0
Olfr1019	0	0	0	0
Olfr1020	0	0	0	0
Olfr1022	0	0	0	0
Olfr1023	0	0	0	0
Olfr1024	0	0	0	0
Olfr1026	0	0	0	0
Olfr1028	0	0	0	0
Olfr1029	0	0	0	0
Olfr1030	0	0	0	0
Olfr1031	0	0	0	0
Olfr1032	0	0	0	0
Olfr1033	0	0	0	0
Olfr1034	0	0	0	0
Olfr1036	0	0	0	0
Olfr1037	0	0	0	0
Olfr1038-ps	0	0	0	0
Olfr1039	0	0	0	0
Olfr1040	0	0	0	0
Olfr1042	0	0	0	0
Olfr1043	0	0	0	0
Olfr1044	0	0	0	0
Olfr52	0	0	0	0
Olfr1045	0	0	0	0
Olfr1046	0	0	0	0
Olfr1047	0	0	0	0
Olfr1048	0	0	0	0
Olfr1049	0	0	0	0
Olfr1051	0	0	0	0
Olfr1052	0	0	0	0
Olfr1053	0	0	0	0
Olfr1054	0	0	0	0
Olfr1055	0	0	0	0
Olfr1056	0	0	0	0
Olfr1057	0	0	0	0
Olfr1058	0	0	0	0
Olfr1061	0	0	0	0
Olfr1062	0	0	0	0
Olfr1065	0	0	0	0
Olfr1066	0	0	0	0
Olfr228	0	0	0	0
Olfr1076	0	0	0	0
Olfr1077-ps1	0	0	0	0
Olfr1079	0	0	0	0
Olfr1080	0	0	0	0
Olfr1082	0	0	0	0
Olfr1084	0	0	0	0
Olfr1085	0	0	0	0
Olfr1086	0	0	0	0
Olfr1087	0	0	0	0
Olfr1089	0	0	0	0
Olfr1090	0	0	0	0
Olfr1093	0	0	0	0
Olfr141	0	0	0	0
Olfr1094	0	0	0	0
Olfr1095	0	0	0	0
Olfr1097	0	0	0	0
Olfr1098	0	0	0	0
Olfr1099	0	0	0	0
Olfr1100	0	0	0	0
Olfr1101	0	0	0	0
Olfr1102	0	0	0	0
Olfr1104	0	0	0	0
Olfr1105	0	0	0	0
Olfr1106	0	0	0	0
Olfr1107	0	0	0	0
Olfr1109	0	0	0	0
Olfr259	0	0	0	0
Olfr1110	0	0	0	0
Olfr1111	0	0	0	0
Olfr1112	0	0	0	0
Olfr1113	0	0	0	0
Olfr1115	0	0	0	0
Olfr1116-ps	0	0	0	0
Olfr1118	0	0	0	0
Olfr1120	0	0	0	0
Olfr1121	0	0	0	0
Olfr1122	0	0	0	0
Olfr1123	0	0	0	0
Olfr1124	0	0	0	0
Olfr1126	0	0	0	0
Pramel7	0	0	0	0
Pramel6	0	0	0	0
Olfr153	0	0	0	0
Olfr1128	0	0	0	0
Olfr1129	0	0	0	0
Olfr1130	0	0	0	0
Olfr1131	0	0	0	0
Olfr1132	0	0	0	0
Olfr1133	0	0	0	0
Olfr1134	0	0	0	0
Olfr1135	0	0	0	0
Olfr1136	0	0	0	0
Olfr1137	0	0	0	0
Olfr1138	0	0	0	0
Olfr1140	0	0	0	0
Olfr1141	0	0	0	0
Olfr152	0	0	0	0
Olfr1143	0	0	0	0
Olfr1145	0	0	0	0
Olfr1148	0	0	0	0
Olfr1151	0	0	0	0
Olfr1152	0	0	0	0
Olfr1153	0	0	0	0
Olfr1154	0	0	0	0
Olfr1155	0	0	0	0
Olfr1156	0	0	0	0
Olfr1157	0	0	0	0
Olfr74	0	0	0	0
Olfr1158	0	0	0	0
Olfr1160	0	0	0	0
Olfr1161	0	0	0	0
Olfr73	0	0	0	0
Olfr1162	0	0	0	0
Olfr1163	0	0	0	0
Olfr1164	0	0	0	0
Olfr1166	0	0	0	0
Olfr1167	0	0	0	0
Olfr1168	0	0	0	0
Olfr1170	0	0	0	0
Olfr1173	0	0	0	0
Olfr1176	0	0	0	0
Olfr1178	0	0	0	0
Olfr1179	0	0	0	0
Olfr1180	0	0	0	0
Olfr1181	0	0	0	0
Olfr1182	0	0	0	0
Olfr1183	0	0	0	0
Olfr1184	0	0	0	0
Olfr1186	0	0	0	0
Olfr1188	0	0	0	0
Olfr1189	0	0	0	0
Olfr1193	0	0	0	0
Olfr1195	0	0	0	0
Olfr1196	0	0	0	0
Olfr1197	0	0	0	0
Olfr1198	0	0	0	0
Olfr1199	0	0	0	0
Olfr1200	0	0	0	0
Olfr1201	0	0	0	0
Olfr1202	0	0	0	0
Olfr1205	0	0	0	0
Olfr1204	0	0	0	0
Olfr1206	0	0	0	0
Olfr1208	0	0	0	0
Olfr1209	0	0	0	0
Olfr1211	0	0	0	0
Olfr1212	0	0	0	0
Olfr1213	0	0	0	0
Olfr1214	0	0	0	0
Olfr1215	0	0	0	0
Olfr1216	0	0	0	0
Olfr1217	0	0	0	0
Olfr1218	0	0	0	0
Olfr1219	0	0	0	0
Olfr1220	0	0	0	0
Olfr1221	0	0	0	0
Olfr1222	0	0	0	0
Olfr1223	0	0	0	0
Olfr1225	0	0	0	0
Olfr1226	0	0	0	0
Olfr1228	0	0	0	0
Olfr1229	0	0	0	0
Olfr1230	0	0	0	0
Olfr1231	0	0	0	0
Olfr1232	0	0	0	0
Olfr1233	0	0	0	0
Olfr1234	0	0	0	0
Olfr1238	0	0	0	0
Olfr1239	0	0	0	0
Olfr1240	0	0	0	0
Olfr1241	0	0	0	0
Olfr1242	0	0	0	0
Olfr1243	0	0	0	0
Olfr1245	0	0	0	0
Olfr1246	0	0	0	0
Olfr1247	0	0	0	0
Olfr1248	0	0	0	0
Olfr1249	0	0	0	0
Olfr1250	0	0	0	0
Olfr1251	0	0	0	0
Olfr1252	0	0	0	0
Olfr1253	0	0	0	0
Olfr1254	0	0	0	0
Olfr1255	0	0	0	0
Olfr1256	0	0	0	0
Olfr48	0	0	0	0
Olfr1257	0	0	0	0
Olfr1258	0	0	0	0
Olfr1259	0	0	0	0
Olfr1260	0	0	0	0
Olfr1261	0	0	0	0
Olfr1262	0	0	0	0
Olfr1263	0	0	0	0
Olfr1264	0	0	0	0
Olfr1265	0	0	0	0
Olfr140	0	0	0	0
Olfr1269	0	0	0	0
Olfr32	0	0	0	0
Olfr1270	0	0	0	0
Olfr1506	0	0	0	0
Gm13769	0	0	0	0
Olfr142	0	0	0	0
Olfr1271	0	0	0	0
Olfr1272	0	0	0	0
Olfr1273-ps	0	0	0	0
Olfr1274-ps	0	0	0	0
Ptprj	0	1	0	2
Mir3110	0	0	0	0
Nup160	8	8	5	7
Fnbp4	3	2	4	3
Agbl2	0	0	0	0
Mtch2	3	3	3	1
C1qtnf4	0	0	0	0
Ndufs3	1	2	0	0
Kbtbd4	0	2	0	0
Ptpmt1	1	0	0	1
Celf1	12	11	12	10
Rapsn	0	1	0	0
Psmc3	12	7	11	8
Slc39a13	0	1	1	2
Spi1	0	0	0	0
Mybpc3	0	0	0	0
Madd	1	0	0	1
Nr1h3	0	0	0	0
Acp2	0	0	0	1
Ddb2	0	0	1	1
A330069E16Rik	0	0	0	0
Pacsin3	0	1	0	0
Arfgap2	2	2	1	1
1110051M20Rik	1	0	1	0
Lrp4	0	0	0	0
Ckap5	11	14	11	14
Snord67	0	0	0	0
F2	0	0	0	0
Zfp408	3	0	2	2
Arhgap1	3	0	2	3
Atg13	0	1	10	2
Harbi1	1	1	0	1
Ambra1	1	2	4	4
Chrm4	0	0	0	0
Mdk	9	13	2	2
Dgkz	10	1	5	3
Mir6999	0	0	0	0
Creb3l1	0	0	0	1
Phf21a	1	1	0	1
Mir1955	0	0	0	0
Gyltl1b	0	1	0	1
Pex16	0	0	0	0
1700029I15Rik	0	0	0	0
Mapk8ip1	0	0	0	0
Mir7000	0	0	0	0
Cry2	2	2	1	0
D930015M05Rik	0	0	0	0
Slc35c1	0	1	1	0
Mir7221	0	0	0	0
Mir7222	0	0	0	0
Chst1	0	1	0	0
Syt13	2	1	0	0
Prdm11	0	0	0	0
4631405J19Rik	0	0	0	0
Trp53i11	2	2	4	2
Tspan18	0	0	0	0
Gm13807	0	0	0	0
Cd82	0	0	0	1
Mir7001	0	0	0	0
Gm10804	0	0	0	0
Alx4	0	0	0	0
Ext2	2	1	1	0
Accs	0	0	0	0
Accsl	0	0	2	1
Gm13889	0	0	0	0
4921507L20Rik	0	0	0	0
Alkbh3	0	0	1	1
Hsd17b12	1	3	3	0
Mir129-2	0	0	0	0
Mir129b	0	0	0	0
Mir670	0	0	0	0
Ttc17	1	1	1	0
2810002D19Rik	0	0	0	0
Api5	7	14	5	10
Lrrc4c	0	0	0	0
B230118H07Rik	2	0	0	1
Rag2	0	0	0	0
Rag1	0	0	0	0
Traf6	2	0	2	2
Prr5l	0	1	0	0
Commd9	1	1	1	1
Ldlrad3	1	2	1	1
Trim44	2	2	1	0
Fjx1	1	2	0	1
Pamr1	0	0	0	0
Slc1a2	0	0	0	0
Cd44	0	0	0	0
Pdhx	0	0	1	2
Apip	0	1	1	1
Ehf	0	0	0	0
A930006I01Rik	0	0	0	0
Elf5	0	0	0	0
Cat	6	4	6	6
Abtb2	1	0	0	0
Nat10	3	3	4	9
Caprin1	26	26	22	26
4930547E08Rik	0	0	0	0
Lmo2	0	0	0	0
Fbxo3	0	2	0	2
Cd59b	0	0	0	0
Cd59a	0	0	0	0
A930018P22Rik	0	0	0	0
D430041D05Rik	0	0	0	0
Hipk3	2	1	1	1
Mir1902	0	0	0	0
4930500J02Rik	1	2	2	1
Cstf3	1	2	3	3
Tcp11l1	0	0	0	1
Pin1rt1	0	2	0	0
Depdc7	0	0	0	1
Qser1	9	14	1	10
Prrg4	0	3	1	0
Ccdc73	0	1	0	0
Eif3m	1	4	3	2
Wt1os	0	0	0	0
Wt1	0	0	0	0
Them7	0	0	0	0
Rcn1	7	3	2	7
Pax6os1	0	0	0	0
Paupar	0	0	0	0
Pax6	1	0	0	0
Elp4	1	0	0	2
Immp1l	0	0	0	0
Dnajc24	0	0	0	1
Gm14015	0	0	0	0
Mpped2	0	1	0	0
Arl14ep	3	2	0	1
Fshb	0	0	0	0
Kcna4	0	0	0	0
Mettl15	0	0	0	0
Kif18a	1	4	4	0
Bdnf	0	0	0	0
Lin7c	8	5	6	5
Gm13939	0	0	0	0
Lgr4	5	3	2	2
Ccdc34	2	1	1	3
Ccdc34os	0	0	0	0
Bbox1	0	0	0	0
Fibin	0	0	0	0
Slc5a12	0	0	0	0
Ano3	0	0	0	0
Muc15	0	0	0	0
4930430A15Rik	0	0	0	0
Olfr1275	0	0	0	0
Olfr1276	0	0	0	0
Olfr1277	0	0	0	0
Olfr1278	0	0	0	0
Olfr1279	0	0	0	0
Olfr1280	0	0	0	0
Olfr1281	0	0	0	0
Olfr1282	0	0	0	0
Olfr1283	0	0	0	0
Olfr1284	0	0	0	0
Olfr1286	0	0	0	0
Olfr1287	0	0	0	0
Olfr1288	0	0	0	0
Olfr1289	0	0	0	0
Olfr1290	0	0	0	0
Olfr1294	0	0	0	0
Olfr1295	0	0	0	0
Olfr1297	0	0	0	0
Olfr1298	0	0	0	0
Olfr1299	0	0	0	0
Olfr1300-ps1	0	0	0	0
Olfr1301	0	0	0	0
Olfr1302	0	0	0	0
Olfr1303	0	0	0	0
Olfr1305	0	0	0	0
Olfr1306	0	0	0	0
Olfr1307	0	0	0	0
Olfr1308	0	0	0	0
Olfr1309	0	0	0	0
Olfr1310	0	0	0	0
Olfr1311	0	0	0	0
Olfr1312	0	0	0	0
Olfr1313	0	0	0	0
Olfr1314	0	0	0	0
Olfr1316	0	0	0	0
Olfr1317	0	0	0	0
Olfr1318	0	0	0	0
Lpcat4	3	0	1	0
Nutm1	0	0	0	0
Nop10	0	1	4	1
Slc12a6	3	4	3	1
Emc4	2	0	0	0
Katnbl1	4	0	0	2
Emc7	0	0	1	0
Chrm5	0	0	0	0
Aven	1	2	4	1
Ryr3	1	0	0	0
Mir1954	0	0	0	0
Tmco5b	0	0	0	0
Fmn1	0	0	1	0
4930533B01Rik	0	0	0	0
Grem1	0	0	0	0
Scg5	0	0	0	0
Arhgap11a	6	7	5	7
Gjd2	0	0	0	0
A530058N18Rik	0	0	0	0
Actc1	0	0	0	0
C130080G10Rik	0	0	0	0
Aqr	8	11	8	5
Mir7002	0	0	0	0
Zfp770	0	0	1	0
Dph6	3	5	3	2
4930528P14Rik	0	0	0	0
3110099E03Rik	0	0	0	0
BC052040	2	1	1	1
Mir1951	0	0	0	0
Meis2	0	0	0	0
2810405F15Rik	0	0	0	0
Tmco5	0	0	0	0
D330050G23Rik	0	0	0	0
Spred1	5	5	0	2
Mir674	0	0	0	0
Fam98b	3	5	3	0
Rasgrp1	0	0	0	0
4930412B13Rik	0	0	0	0
Thbs1	0	0	0	0
Fsip1	0	0	0	0
Gpr176	0	0	0	0
1700054M17Rik	0	0	0	0
Eif2ak4	1	0	2	1
Srp14	3	2	1	1
Bmf	2	1	0	0
Bub1b	8	11	8	10
Pak6	0	0	0	0
Ankrd63	0	0	0	0
Plcb2	0	0	0	0
5430417L22Rik	0	0	0	0
A430105I19Rik	0	1	0	0
Phgr1	0	0	0	0
Disp2	0	0	0	0
Knstrn	4	1	0	2
Ivd	1	1	1	3
Bahd1	1	4	0	1
Chst14	0	0	0	1
Ccdc32	0	1	1	0
Rpusd2	1	0	2	2
Casc5	4	8	1	3
Rad51	0	1	4	5
Rmdn3	0	0	0	0
Gchfr	0	0	0	0
Dnajc17	1	0	0	0
Gm14137	0	0	0	0
Zfyve19	0	2	0	0
Ppp1r14d	0	0	0	0
Spint1	3	3	3	0
Rhov	0	0	0	0
Vps18	0	2	1	1
Gm14207	0	0	0	0
Dll4	0	0	0	0
Chac1	0	1	0	0
Ino80	5	6	3	3
Exd1	0	0	0	1
Chp1	0	1	0	2
1700020I14Rik	1	1	0	1
Oip5	1	1	0	0
Nusap1	3	8	3	4
Ndufaf1	0	0	0	0
Rtf1	3	2	6	1
Itpka	0	1	3	0
Ltk	0	0	0	0
Rpap1	3	3	13	11
Tyro3	3	2	7	4
Mga	3	8	10	11
Mapkbp1	0	1	0	1
Mir7665	0	0	0	0
Jmjd7-pla2g4b	0	0	0	0
Jmjd7	0	0	0	0
Pla2g4b	0	0	0	0
Ehd4	1	1	2	1
Pla2g4e	0	0	0	0
Pla2g4d	0	0	0	0
Pla2g4f	0	0	0	2
Vps39	2	4	2	4
Tmem87a	0	0	2	0
Ganc	0	0	0	0
4931402G19Rik	0	0	0	0
Capn3	0	0	0	0
Zfp106	15	17	23	24
Snap23	0	1	2	0
Lrrc57	0	1	0	1
Haus2	4	0	0	2
Cdan1	0	0	1	3
Ttbk2	1	1	1	1
AV039307	0	0	0	0
Ubr1	1	2	1	1
Tmem62	0	0	0	0
Ccndbp1	1	1	0	0
Epb4.2	0	0	0	0
Tgm5	0	0	0	0
Tgm7	0	0	0	0
Lcmt2	0	2	2	0
Adal	0	2	0	1
Zscan29	2	1	1	2
Tubgcp4	1	0	0	2
Trp53bp1	7	3	3	2
Map1a	0	0	0	1
Ppip5k1	0	1	2	1
Ckmt1	0	1	0	1
Strc	0	0	0	0
Catsper2	0	0	0	0
Pdia3	8	14	6	8
Ell3	0	0	0	0
Serf2	0	0	0	0
Serinc4	0	0	0	0
Hypk	2	2	2	2
Mfap1b	0	0	0	0
Mfap1a	1	1	2	1
Wdr76	2	2	1	3
Frmd5	0	1	0	0
Casc4	2	2	2	1
Mageb3	0	0	0	0
Ctdspl2	6	3	2	3
Eif3j1	0	0	0	0
Eif3j2	0	0	0	0
Spg11	3	1	1	5
Patl2	4	1	1	1
B2m	1	2	0	0
Trim69	0	0	0	0
4933406J08Rik	0	0	0	0
Sord	1	0	0	0
Duox2	0	0	0	0
Duoxa2	0	0	0	0
Duoxa1	0	0	0	0
Duox1	0	0	0	0
Shf	0	0	1	0
Slc28a2	0	0	0	0
Bambi-ps1	0	0	0	0
Gm14085	0	0	0	0
Gatm	0	1	1	0
Spata5l1	1	1	0	0
AA467197	0	0	0	0
Mir147	0	0	0	0
Slc30a4	1	0	0	0
Bloc1s6	1	3	1	0
Sqrdl	0	0	0	0
Sema6d	0	0	0	0
4930517E11Rik	0	0	0	0
4930583P06Rik	0	0	0	0
Slc24a5	0	0	0	0
Myef2	4	2	3	3
Ctxn2	0	0	0	0
Slc12a1	0	0	0	0
Dut	5	7	4	5
Fbn1	2	1	0	0
Cep152	2	3	0	1
Shc4	0	0	0	0
Eid1	0	0	0	0
Secisbp2l	0	2	2	2
Cops2	4	6	5	7
Galk2	1	1	0	0
Fam227b	0	0	0	0
Fgf7	0	0	0	0
Dtwd1	0	0	0	0
Atp8b4	0	0	0	0
Slc27a2	2	1	0	0
Hdc	0	0	0	1
Gabpb1	3	3	0	2
Usp8	2	4	4	3
Usp50	0	0	0	0
Trpm7	8	10	6	6
Sppl2a	1	0	1	0
Mir3473g	0	0	0	0
Ap4e1	1	0	1	1
Blvra	0	0	0	0
Ncaph	1	1	3	4
Itpripl1	0	0	1	0
1810024B03Rik	0	0	0	0
Snrnp200	18	17	19	20
Ciao1	0	1	0	2
Tmem127	2	2	3	2
Stard7	6	1	3	5
Dusp2	0	0	0	0
Astl	0	0	0	0
Adra2b	0	0	0	0
Gpat2	1	1	4	2
Fahd2a	1	0	0	0
Kcnip3	2	0	1	0
Prom2	0	0	0	0
Zfp661	1	1	0	0
Mrps5	0	3	1	2
Mal	0	0	1	1
Mall	0	0	1	0
Nphp1	0	0	2	0
1500011K16Rik	0	0	0	0
Bub1	7	9	4	6
Acoxl	0	0	0	0
Bcl2l11	0	3	2	1
Gm14005	0	0	0	0
Anapc1	3	3	19	7
Mertk	0	0	0	0
Tmem87b	0	0	0	1
Fbln7	0	0	0	0
Zc3h8	1	0	0	1
Zc3h6	0	0	0	1
Ttl	0	0	0	1
Polr1b	4	10	7	6
Chchd5	3	1	0	1
AI847159	0	0	0	0
Slc20a1	4	6	8	7
A730036I17Rik	0	0	0	0
Ckap2l	1	2	3	4
Gm14023	0	0	0	0
Il1a	0	0	0	0
Il1b	0	0	0	0
Il1bos	0	0	0	0
F830045P16Rik	0	0	0	0
Sirpa	2	0	1	0
Pdyn	0	0	0	0
4932416H05Rik	0	0	0	0
Stk35	3	4	2	6
Tgm3	0	0	0	0
Mir6339	0	0	0	0
AU015228	0	0	0	0
Tgm6	0	0	0	0
Snrpb	1	10	7	7
Tmc2	0	0	0	0
Nop56	5	13	5	10
Snord110	0	0	0	0
Snord57	0	0	0	0
Idh3b	0	3	0	3
Ebf4	1	0	0	0
Cpxm1	1	1	0	2
1700020A23Rik	0	0	0	0
Tmem239	0	0	0	0
Pced1a	1	0	1	1
Vps16	2	2	2	2
Ptpra	1	1	3	2
4930473A02Rik	0	0	0	0
Mrps26	0	0	2	0
Oxt	0	0	0	0
Avp	0	0	0	0
Ubox5	2	1	2	2
Fastkd5	1	2	2	2
Lzts3	0	0	0	1
Ddrgk1	1	0	1	0
Itpa	0	0	1	1
Slc4a11	0	0	1	2
4930402H24Rik	0	0	2	1
Gm14057	0	0	0	0
A730017L22Rik	0	0	0	0
Atrn	1	1	0	1
Gfra4	0	1	0	0
Mir6973b	0	0	0	0
Adam33	0	0	0	0
Siglec1	0	0	0	0
Hspa12b	0	0	0	0
Mir3098	0	0	0	0
1700037H04Rik	0	4	4	1
Spef1	0	0	0	0
Cenpb	2	4	2	8
Cdc25b	2	0	2	1
Ap5s1	0	0	0	0
Mavs	0	2	3	4
Pank2	1	2	1	0
Mir103-2	0	0	0	0
Rnf24	0	0	0	0
Smox	0	0	2	1
Adra1d	0	0	1	0
5330413P13Rik	0	0	0	0
Erv3	0	0	1	0
Prnp	0	2	1	0
Prn	0	0	0	0
Prnd	0	0	0	0
Rassf2	1	0	0	0
Slc23a2	2	5	4	4
Tmem230	0	1	1	0
Pcna	4	2	3	1
Cds2	4	7	7	9
Prokr2	0	0	0	0
4921508D12Rik	0	0	0	0
1700026D11Rik	0	0	0	0
Gpcpd1	0	1	0	0
AU019990	0	0	0	0
1110034G24Rik	0	1	0	0
Chgb	0	0	0	0
Trmt6	3	1	0	4
Mcm8	2	1	1	1
Crls1	0	2	1	0
Lrrn4	0	1	0	0
Fermt1	0	0	0	0
Bmp2	0	0	0	0
Hao1	0	0	0	0
Tmx4	0	0	0	0
Plcb1	0	0	0	0
4930545L23Rik	0	0	0	0
Mir3963	0	0	0	0
9630028H03Rik	0	0	0	0
Plcb4	0	0	0	0
Lamp5	0	0	0	0
Pak7	0	0	0	0
Ankef1	0	0	0	0
Snap25	0	1	0	0
Mkks	0	0	2	2
Slx4ip	0	0	0	0
Jag1	1	0	1	0
Btbd3	0	3	2	1
Mir1952	0	0	0	0
Sptlc3	0	0	0	0
Ism1	0	0	0	0
Tasp1	0	1	1	1
Esf1	6	2	5	1
Ndufaf5	1	0	0	1
Sel1l2	0	0	0	0
Macrod2	0	0	0	0
Flrt3	0	0	0	0
Kif16b	0	0	1	2
Snrpb2	3	0	1	1
Otor	0	0	0	0
Pcsk2os1	0	0	0	0
Pcsk2	0	0	0	0
Pcsk2os2	0	0	0	0
Bfsp1	0	0	0	0
Dstn	8	12	5	6
Rrbp1	3	6	4	7
Banf2	0	0	0	0
Gm5535	0	0	0	0
Snx5	14	17	16	21
Snord17	0	0	0	0
Mgme1	0	2	4	1
Ovol2	0	0	1	0
Pet117	0	0	0	0
Csrp2bp	2	4	5	3
Zfp133-ps	0	0	0	0
LOC171588	0	0	0	0
Dzank1	0	0	0	0
Polr3f	2	0	2	1
Rbbp9	1	2	1	1
Sec23b	5	4	2	3
Gm561	0	0	0	0
Dtd1	3	1	1	2
Scp2d1	0	0	0	0
Slc24a3	0	0	0	0
Gm14092	0	0	0	0
BC039771	0	0	0	0
Rin2	0	1	0	1
Naa20	0	2	0	0
Crnkl1	2	5	1	1
4930529M08Rik	0	0	0	0
Insm1	0	1	0	0
Ralgapa2	3	1	1	2
A930019D19Rik	0	0	0	0
4933406D12Rik	0	0	0	0
Kiz	1	0	0	0
Xrn2	7	3	9	6
Nkx2-4	0	0	0	0
Nkx2-2	0	0	0	0
Nkx2-2os	0	0	0	0
6430503K07Rik	0	0	0	0
